"id","fdcId","nameRu","nameEn","wfpbStatus","createdAt","calories","protein","fat","carbohydrates","water","fiber","sugarTotal","sucrose","glucose","fructose","lactose","maltose","saturatedFat","monounsaturatedFat","polyunsaturatedFat","transFat","cholesterol","omega3","omega6","calcium","iron","magnesium","phosphorus","potassium","sodium","zinc","copper","manganese","selenium","vitaminC","thiamin","riboflavin","niacin","pantothenicAcid","vitaminB6","biotin","folate","vitaminB12","vitaminA","vitaminD","vitaminE","vitaminK","lysine","methionine","alanine","arginine","asparticAcid","betaCarotene","cystine","glutamicAcid","glycine","histidine","iodine","isoleucine","leucine","omega9","phenylalanine","proline","retinol","serine","threonine","tryptophan","tyrosine","valine","vitaminD2","vitaminD3"
"cms1k0ft3000iun5wxq39ti25","173021","инжир","Figs, raw","green","2026-07-26 08:46:34.504","74.0","0.75","0.3","19.18","79.11","2.9","16.26","0.0","0.0","0.0","0.0","0.0","0.06","0.066","0.144","0.0","0.0","0.0","0.288","35.0","0.37","17.0","14.0","232.0","1.0","0.15","0.07","0.128","0.2","2.0","0.06","0.05","0.4","0.3","0.113","0.0","6.0","0.0","7.0","0.0","0.11","4.7","0.03","0.006","0.045","0.017","0.176","85.0","0.012","0.072","0.025","0.011","0.2","0.023","0.033","0.0","0.018","0.049","0.0","0.037","0.024","0.006","0.032","0.028","0.0","0.0"
"cms1k0zgq000jun5wsg3is7ij","168166","изюм","raisins, raw","green","2026-07-26 08:46:59.978","296.0","2.52","0.54","78.47","16.57","6.8","0.0","0.0","0.0","0.0","0.0","0.0","0.178","0.022","0.159","0.0","0.0","0.0","0.281","28.0","2.59","30.0","75.0","825.0","28.0","0.18","0.302","0.267","0.6","5.4","0.112","0.182","1.114","0.045","0.188","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1k4qnh0000unbtfbkjnplg","2768193","асафетида","Spices, asafetida","green","2026-07-26 08:49:55.181","342.0","5.76","12.6","69.28","8.46","14.8","7.76","0.0","0.0","0.0","0.0","0.0","6.53","1.102","0.78","0.0","0.0","0.0","1.495","682.0","19.71","136.0","118.0","663.0","52.0","2.37","0.484","15.844","9.3","23.4","0.131","0.137","2.243","0.0","0.4","0.0","24.0","0.0","13.0","0.0","1.93","28.4","0.0","0.0","0.0","0.0","0.0","99.0","0.0","0.0","0.0","0.0","9.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1k6uxo0001unbtxq2h6an9","168565","цукини","Zucchini, raw","green","2026-07-26 08:51:34.044","21.0","2.71","0.4","3.11","92.73","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.083","0.031","0.169","0.0","0.0","0.0","0.23199999999999998","21.0","0.79","33.0","93.0","459.0","3.0","0.83","0.097","0.196","0.3","34.1","0.042","0.036","0.705","0.367","0.142","0.0","20.0","0.0","25.0","0.0","0.0","0.0","0.151","0.039","0.142","0.115","0.332","0.0","0.029","0.291","0.103","0.059","0.3","0.098","0.159","0.009","0.096","0.085","0.0","0.111","0.066","0.024","0.073","0.123","0.0","0.0"
"cms1k76f30002unbtrtdpa1ar","170465","репа","Turnips, raw","green","2026-07-26 08:51:48.927","28.0","0.9","0.1","6.43","91.87","1.8","3.8","0.0","0.0","0.0","0.0","0.0","0.011","0.006","0.053","0.0","0.0","0.0","0.064","30.0","0.3","11.0","27.0","191.0","67.0","0.27","0.085","0.134","0.7","21.0","0.04","0.03","0.4","0.2","0.09","0.0","15.0","0.0","0.0","0.0","0.03","0.1","0.036","0.011","0.035","0.024","0.063","0.0","0.005","0.13","0.025","0.014","0.7","0.036","0.033","0.0","0.017","0.026","0.0","0.029","0.025","0.009","0.013","0.03","0.0","0.0"
"cms1k7yhj0003unbtjrhsju9p","327046","киви","kiwifruit, green, raw","green","2026-07-26 08:52:25.304","58.0","1.06","0.44","14.0","83.9","3.0","8.99","0.15","4.11","4.35","0.02","0.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","0.24","15.7","34.0","198.0","5.0","0.14","0.134","0.064","0.2","74.7","0.027","0.025","0.37","0.206","0.061","0.0","26.0","0.0","4.0","0.0","1.3","40.3","0.055","0.022","0.048","0.073","0.113","52.0","0.028","0.165","0.054","0.024","0.2","0.046","0.059","0.0","0.039","0.04","0.0","0.047","0.043","0.013","0.03","0.052","0.0","0.0"
"cms1k8ayw0004unbtj333u9y6","167640","голубика","Blueberries, wild, raw","green","2026-07-26 08:52:41.48","61.0","1.22","0.76","12.31","85.48","2.6","6.46","0.01","3.1","3.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.37","7.0","29.0","75.0","6.0","0.2","0.03","2.0","0.0","18.3","0.067","0.414","0.597","0.265","0.026","0.0","33.0","0.0","6.0","0.0","1.69","17.2","0.0","0.0","0.0","0.0","0.0","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1k8x340005unbt260wvrm9","168462","шпинат","spinach, raw","green","2026-07-26 08:53:10.144","23.0","2.86","0.39","3.63","91.4","2.2","0.42","0.07","0.11","0.15","0.0","0.0","0.063","0.01","0.165","0.0","0.0","0.0","0.19","99.0","2.71","79.0","49.0","558.0","79.0","0.53","0.13","0.897","1.0","28.1","0.078","0.189","0.724","0.065","0.195","0.0","194.0","0.0","469.0","0.0","2.03","482.9","0.174","0.053","0.142","0.162","0.24","5626.0","0.035","0.343","0.134","0.064","1.0","0.147","0.223","0.0","0.129","0.112","0.0","0.104","0.122","0.039","0.108","0.161","0.0","0.0"
"cms1k8xjw0006unbtk0lr1frb","172232","базилик","Basil, fresh, raw","green","2026-07-26 08:53:10.748","23.0","3.15","0.64","2.65","92.06","1.6","0.3","0.0","0.02","0.02","0.0","0.0","0.041","0.088","0.389","0.0","0.0","0.0","0.462","177.0","3.17","64.0","56.0","295.0","4.0","0.81","0.385","1.148","0.3","18.0","0.034","0.076","0.902","0.209","0.155","0.0","68.0","0.0","264.0","0.0","0.8","414.8","0.11","0.036","0.132","0.117","0.301","3142.0","0.028","0.277","0.122","0.051","0.3","0.104","0.191","0.0","0.13","0.104","0.0","0.099","0.104","0.039","0.077","0.127","0.0","0.0"
"cms1k9i9m0007unbtgx6t47hq","170937","тархун","tarragon, fresh","green","2026-07-26 08:53:37.595","295.0","22.77","7.24","50.22","7.74","7.4","0.0","0.0","0.0","0.0","0.0","0.0","1.881","0.474","3.698","0.0","0.0","0.0","4.439","1139.0","32.3","347.0","313.0","3020.0","62.0","3.9","0.677","7.967","4.4","50.0","0.251","1.339","8.95","0.0","2.41","0.0","274.0","0.0","210.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1k9irr0008unbtzcsk3x2a","173474","мята","Mint, raw","green","2026-07-26 08:53:38.248","70.0","3.75","0.94","14.9","78.6","8.0","8.55","0.05","4.5","3.8","0.0","0.2","0.246","0.033","0.508","0.0","0.0","0.0","0.504","243.0","5.08","80.0","73.0","569.0","31.0","1.11","0.329","1.18","0.0","31.8","0.082","0.266","1.71","0.338","0.129","0.0","114.0","0.0","212.0","0.0","0.0","0.0","0.161","0.053","0.195","0.173","0.443","60.0","0.041","0.409","0.18","0.075","0.0","0.154","0.281","0.0","0.191","0.154","0.0","0.146","0.154","0.058","0.113","0.187","0.0","0.0"
"cms1k9j9i0009unbtn7pqt72h","169997","кинза","Coriander (cilantro) leaves, raw","green","2026-07-26 08:53:38.886","23.0","2.13","0.52","3.67","92.21","2.8","0.87","0.0","0.0","0.0","0.0","0.0","0.014","0.275","0.04","0.0","0.0","0.0","0.08","67.0","1.77","26.0","48.0","521.0","46.0","0.5","0.225","0.426","0.9","27.0","0.067","0.162","1.114","0.57","0.149","0.0","62.0","0.0","337.0","0.0","2.5","310.0","0.0","0.0","0.0","0.0","0.0","3930.0","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1k9s7u000aunbt2otvqwks","169242","грибы шиитаке","Mushrooms, shiitake, raw","green","2026-07-26 08:53:50.49","34.0","2.24","0.49","6.79","89.74","2.5","2.38","0.0","2.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.41","20.0","112.0","304.0","9.0","1.03","0.142","0.23","5.7","0.0","0.015","0.217","3.877","1.5","0.293","0.0","13.0","0.0","0.0","0.4","0.0","0.0","0.134","0.033","0.167","0.156","0.301","0.0","0.022","0.68","0.145","0.056","5.7","0.111","0.189","0.0","0.111","0.1","0.0","0.145","0.134","0.011","0.078","0.145","0.4","0.0"
"cms1k9swa000bunbtzv5vqvr4","169251","шампиньоны","Mushrooms, white, raw","green","2026-07-26 08:53:51.37","22.0","3.09","0.34","3.26","92.45","1.0","1.98","0.0","1.48","0.17","0.0","0.0","0.05","0.0","0.16","0.0","0.0","0.0","0.32","3.0","0.5","9.0","86.0","318.0","5.0","0.52","0.318","0.047","9.3","2.1","0.081","0.402","3.607","1.497","0.104","0.0","17.0","0.04","0.0","0.2","0.01","0.0","0.107","0.031","0.199","0.078","0.195","0.0","0.012","0.343","0.092","0.057","9.3","0.076","0.12","0.0","0.085","0.076","0.0","0.094","0.107","0.035","0.044","0.232","0.2","0.0"
"cms1k9v98000cunbtk40ic9ue","168458","нори","Seaweed, laver, raw","green","2026-07-26 08:53:54.429","35.0","5.81","0.28","5.11","85.03","0.3","0.49","0.0","0.0","0.0","0.0","0.0","0.061","0.025","0.11","0.0","0.0","0.16899999999999998","0.018000000000000002","70.0","1.8","2.0","58.0","356.0","48.0","1.05","0.264","0.988","0.7","39.0","0.098","0.446","1.47","0.521","0.159","0.0","146.0","0.0","260.0","0.0","1.0","4.0","0.222","0.145","0.651","0.285","0.567","3121.0","0.1","0.547","0.363","0.14","0.7","0.259","0.501","0.0","0.273","0.251","0.0","0.299","0.232","0.043","0.254","0.402","0.0","0.0"
"cms1k9wbb000dunbt133y3v60","173647","вода","Water, tap, drinking","green","2026-07-26 08:53:55.799","0.0","0.0","0.0","0.0","99.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0.0","4.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1kao48000eunbt36ultycv","172442","мисо","miso","green","2026-07-26 08:54:31.832","198.0","12.79","6.01","25.37","43.02","5.4","6.2","0.0","0.0","6.0","0.0","0.2","1.025","1.118","2.884","0.0","0.0","0.0","5.363","57.0","2.49","48.0","159.0","210.0","3728.0","2.56","0.42","0.859","7.0","0.0","0.098","0.233","0.906","0.337","0.199","0.0","19.0","0.08","4.0","0.0","0.01","29.3","0.478","0.129","0.5","0.784","1.171","52.0","0.0","1.915","0.447","0.243","7.0","0.508","0.82","0.0","0.486","0.619","0.0","0.601","0.479","0.155","0.352","0.547","0.0","0.0"
"cms1kap01000funbtoeo9w1mk","172442","мисо-паста","miso","forbidden","2026-07-26 08:54:32.976","198.0","12.79","6.01","25.37","43.02","5.4","6.2","0.0","0.0","6.0","0.0","0.2","1.025","1.118","2.884","0.0","0.0","0.0","5.363","57.0","2.49","48.0","159.0","210.0","3728.0","2.56","0.42","0.859","7.0","0.0","0.098","0.233","0.906","0.337","0.199","0.0","19.0","0.08","4.0","0.0","0.01","29.3","0.478","0.129","0.5","0.784","1.171","52.0","0.0","1.915","0.447","0.243","7.0","0.508","0.82","0.0","0.486","0.619","0.0","0.601","0.479","0.155","0.352","0.547","0.0","0.0"
"cms1kb4pq000gunbtzjfb5adh","2346414","яблочное пюре","Applesauce, unsweetened","green","2026-07-26 08:54:53.342","51.6025","0.2734375","0.1625","12.2615625","87.1","0.0","9.663","1.357","2.451","5.855","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.821","0.04475","3.938","9.119","107.7","0.5038","0.002625","0.03905","0.0368","0.0","43.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1kpk550000uni2ewtsvztw","170497","острый перец","Peppers, hot chili, green, raw","green","2026-07-26 09:06:06.521","40.0","2.0","0.2","9.46","87.74","1.5","5.1","0.0","0.0","0.0","0.0","0.0","0.021","0.011","0.109","0.0","0.0","0.0","0.213","18.0","1.2","25.0","46.0","340.0","7.0","0.3","0.174","0.237","0.5","242.5","0.09","0.09","0.95","0.061","0.278","0.0","23.0","0.0","59.0","0.0","0.69","14.3","0.089","0.024","0.082","0.096","0.286","671.0","0.038","0.264","0.074","0.041","0.5","0.065","0.105","0.0","0.062","0.087","0.0","0.08","0.074","0.026","0.042","0.084","0.0","0.0"
"cms1kq11n0001uni2tz27eb5k","168155","лайм","Limes, raw","green","2026-07-26 09:06:28.427","30.0","0.7","0.2","10.54","88.26","2.8","1.69","0.0","0.0","0.0","0.0","0.0","0.022","0.019","0.055","0.0","0.0","0.0","0.091","33.0","0.6","6.0","18.0","102.0","2.0","0.11","0.065","0.008","0.4","29.1","0.03","0.02","0.2","0.217","0.043","0.0","8.0","0.0","2.0","0.0","0.22","0.6","0.014","0.002","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.003","0.0","0.0","0.0","0.0"
"cms1kqa7j0002uni2xikmqp4u","171697","абрикосы","apricots, raw","green","2026-07-26 09:06:40.303","48.0","1.4","0.39","11.12","86.35","2.0","9.24","5.87","2.37","0.94","0.0","0.06","0.027","0.17","0.077","0.0","0.0","0.0","0.154","13.0","0.39","10.0","23.0","259.0","1.0","0.2","0.078","0.077","0.1","10.0","0.03","0.04","0.6","0.24","0.054","0.0","9.0","0.0","96.0","0.0","0.89","3.3","0.097","0.006","0.068","0.045","0.314","1094.0","0.003","0.157","0.04","0.027","0.1","0.041","0.077","0.0","0.052","0.101","0.0","0.083","0.047","0.015","0.029","0.047","0.0","0.0"
"cms1kqxby0003uni2zwb87hgw","172233","укроп","dill weed, raw","green","2026-07-26 09:07:10.271","43.0","3.46","1.12","7.02","85.95","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.802","0.095","0.0","0.0","0.0","0.177","208.0","6.59","55.0","66.0","738.0","61.0","0.91","0.146","1.264","0.0","85.0","0.058","0.296","1.57","0.397","0.185","0.0","150.0","0.0","386.0","0.0","0.0","0.0","0.246","0.011","0.227","0.142","0.343","0.0","0.017","0.29","0.169","0.071","0.0","0.195","0.159","0.009","0.065","0.248","0.0","0.158","0.068","0.014","0.096","0.154","0.0","0.0"
"cms1kt8kd0004uni2dhmnliky","168457","порошок ламинарии","Seaweed, kelp, raw","green","2026-07-26 09:08:58.141","43.0","1.68","0.56","9.57","81.58","1.3","0.6","0.0","0.0","0.0","0.0","0.0","0.247","0.098","0.047","0.0","0.0","0.02","0.055999999999999994","168.0","2.85","121.0","42.0","89.0","233.0","1.23","0.13","0.2","0.7","3.0","0.05","0.15","0.47","0.642","0.002","0.0","180.0","0.0","6.0","0.0","0.87","66.0","0.082","0.025","0.122","0.065","0.125","70.0","0.098","0.268","0.1","0.024","0.7","0.076","0.083","0.0","0.043","0.073","0.0","0.098","0.055","0.048","0.026","0.072","0.0","0.0"
"cms1ku2vy0005uni2rj16fj1p","171726","финиковая паста","Dates, deglet noor, raw","forbidden","2026-07-26 09:09:37.439","282.0","2.45","0.39","75.03","20.53","8.0","63.35","23.84","19.87","19.56","0.0","0.12","0.032","0.036","0.019","0.0","0.0","0.0","0.035","39.0","1.02","43.0","62.0","656.0","2.0","0.29","0.206","0.262","3.0","0.4","0.052","0.066","1.274","0.589","0.165","0.0","19.0","0.0","0.0","0.0","0.05","2.7","0.066","0.022","0.083","0.136","0.213","6.0","0.067","0.359","0.101","0.032","3.0","0.049","0.084","0.0","0.05","0.13","0.0","0.057","0.043","0.012","0.015","0.071","0.0","0.0"
"cms1kuj6a0006uni2mgmzryoi","174832","миндальное молоко","Almond milk","green","2026-07-26 09:09:58.546","15.0","0.4","0.96","1.31","96.5","0.2","0.81","0.81","0.0","0.0","0.0","0.0","0.08","0.59","0.24","0.0","0.0","0.0","0.252","184.0","0.28","6.0","9.0","67.0","72.0","0.06","0.02","0.04","0.1","0.0","0.0","0.01","0.07","0.01","0.0","0.0","1.0","0.0","0.0","1.0","6.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"cms1kuk8e0008uni2xcp9zmj7","170162","кешью-жмых","cashew meal","green","2026-07-26 09:09:59.919","553.0","18.2","43.8","30.2","5.2","3.3","5.91","5.81","0.05","0.05","0.0","0.0","7.78","23.8","7.84","0.0","0.0","0.0","7.842","37.0","6.68","292.0","593.0","660.0","12.0","5.78","2.2","1.66","19.9","0.5","0.423","0.058","1.06","0.864","0.417","0.0","25.0","0.0","0.0","0.0","0.9","34.1","0.928","0.362","0.837","2.12","1.8","0.0","0.393","4.51","0.937","0.456","42.3","0.789","1.47","0.0","0.951","0.812","0.0","1.08","0.688","0.287","0.508","1.09","0.0","0.0"
"cms1kukmf0009uni297uxwe9f","170160","миндальная паста","almond paste","forbidden","2026-07-26 09:10:00.423","458.0","9.0","27.74","47.81","14.08","4.8","36.25","0.0","0.0","0.0","0.0","0.0","2.629","18.012","5.821","0.0","0.0","0.0","11.350999999999999","172.0","1.6","130.0","258.0","314.0","9.0","1.48","0.454","0.856","4.2","0.1","0.082","0.414","1.422","0.113","0.036","0.0","73.0","0.0","0.0","0.0","13.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1kvzgj000auni26g91gd2o","168872","овсяные отруби","oat bran, raw","green","2026-07-26 09:11:06.308","246.0","17.3","7.03","66.22","6.55","15.4","1.45","0.0","0.0","0.0","0.0","0.0","1.328","2.376","2.766","0.0","0.0","0.0","5.411","58.0","5.41","235.0","734.0","566.0","4.0","3.11","0.403","5.63","45.2","0.0","1.17","0.22","0.934","1.494","0.165","0.0","52.0","0.0","0.0","0.0","1.01","3.2","0.76","0.335","0.872","1.279","1.576","0.0","0.576","3.748","0.947","0.41","45.2","0.668","1.374","0.0","0.908","0.982","0.0","0.89","0.502","0.335","0.668","0.964","0.0","0.0"
"cms1kw0ed000buni229m2ouya","2685580","томатная паста","tomato paste, canned","green","2026-07-26 09:11:07.525","104.2825","4.234375","0.7325","20.188125","71.93","4.704","11.693","0.0","5.685","6.008","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.85","3.185","49.61","91.16","971.6","61.15","0.5113","0.295","0.3315","0.0","18.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1kw9qk000cuni2bpyhn44j","2644282","нут рисовый","Chickpeas (garbanzo beans, bengal gram), raw","green","2026-07-26 09:11:19.628","382.998","21.275","6.274","60.358","8.774","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","111.1","5.094","134.8","353.1","1074.0","8.779","3.124","0.8041","3.581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1kwcm2000duni2qq7hhogb","2685576","порошок свёклы","beets, powder","green","2026-07-26 09:11:23.354","44.6205","1.6875","0.3025","8.787","88.16","3.119","5.1015","4.289","0.305","0.5075","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.82","0.4281","21.01","33.65","341.5","111.6","0.3104","0.1606","0.2571","0.0","4.6","0.0","0.0","0.0","0.0","0.0","0.0","103.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1lwpe60000unv9zpl58ozs","171329","паприка испанская","paprika, spanish, raw","green","2026-07-26 09:39:39.535","282.0","14.1","12.9","54.0","11.2","34.9","10.3","0.81","2.63","6.71","0.0","0.0","2.14","1.7","7.77","0.0","0.0","0.0","7.763","229.0","21.1","178.0","314.0","2280.0","68.0","4.33","0.713","1.59","6.3","0.9","0.33","1.23","10.1","2.51","2.14","0.0","49.0","0.0","2460.0","0.0","29.1","80.3","0.69","0.2","0.64","0.89","2.85","26200.0","0.23","2.26","0.78","0.25","7.2","0.57","0.92","0.0","0.61","2.31","0.0","0.61","0.49","0.07","0.38","0.75","0.0","0.0"
"cms1ly9hk0001unv9jvrrjumx","168872","отруби овсяные","Oats, bran, raw","green","2026-07-26 09:40:52.231","246.0","17.3","7.03","66.22","6.55","15.4","1.45","0.0","0.0","0.0","0.0","0.0","1.328","2.376","2.766","0.0","0.0","0.0","5.411","58.0","5.41","235.0","734.0","566.0","4.0","3.11","0.403","5.63","45.2","0.0","1.17","0.22","0.934","1.494","0.165","0.0","52.0","0.0","0.0","0.0","1.01","3.2","0.76","0.335","0.872","1.279","1.576","0.0","0.576","3.748","0.947","0.41","45.2","0.668","1.374","0.0","0.908","0.982","0.0","0.89","0.502","0.335","0.668","0.964","0.0","0.0"
"cms1lyg7e0002unv93n71uoim","170929","семена горчицы желтые","Spices, mustard seed, ground","green","2026-07-26 09:41:00.939","508.0","26.08","36.24","28.09","5.27","12.2","6.79","3.69","2.88","0.02","0.0","0.0","1.989","22.518","10.088","0.0","0.0","0.0","15.634","266.0","9.21","370.0","828.0","738.0","13.0","6.08","0.645","2.448","208.1","7.1","0.805","0.261","4.733","0.81","0.397","0.0","162.0","0.0","2.0","0.0","5.07","5.4","1.844","0.483","1.173","1.933","2.435","18.0","0.68","5.265","1.587","0.878","208.1","1.183","2.08","0.0","1.173","2.81","0.0","0.759","0.838","0.256","0.809","1.509","0.0","0.0"
"cms1lz1u60003unv99tgpmmef","170425","зеленый горошек замороженный","Peas, green, frozen, unprepared","forbidden","2026-07-26 09:41:28.974","53.0","3.4","0.47","11.15","84.36","3.4","0.0","0.0","0.0","0.0","0.0","0.0","0.084","0.039","0.221","0.0","0.0","0.0","0.402","27.0","1.09","18.0","60.0","194.0","79.0","0.52","0.089","0.235","1.2","11.2","0.19","0.081","1.412","0.199","0.101","0.0","36.0","0.0","475.0","0.0","0.0","0.0","0.193","0.049","0.154","0.257","0.324","0.0","0.021","0.483","0.114","0.066","1.2","0.123","0.197","0.0","0.124","0.108","0.0","0.114","0.127","0.024","0.071","0.147","0.0","0.0"
"cms1lzjci0004unv97p3se4tb","2644281","фасоль каннеллини","beans, cannellini, raw","green","2026-07-26 09:41:51.666","345.223","21.5625","2.199","59.7955","12.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","142.9","6.673","153.6","412.3","1424.0","0.0","2.72","0.7419","1.784","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1m00sy0005unv9h2qdr2ql","175208","черноглазый горох","Cowpeas, blackeyed, mature seeds, raw","green","2026-07-26 09:42:14.29","343.0","23.85","2.07","59.64","11.05","10.7","0.0","0.0","0.0","0.0","0.0","0.0","0.542","0.173","0.889","0.0","0.0","0.0","1.452","85.0","9.95","333.0","438.0","1375.0","58.0","6.11","1.059","1.544","9.1","1.5","0.68","0.17","2.795","1.511","0.361","0.0","639.0","0.0","2.0","0.0","0.0","0.0","1.614","0.34","1.088","1.652","2.881","0.0","0.263","4.518","0.985","0.74","9.1","0.969","1.828","0.087","1.393","1.072","0.0","1.194","0.908","0.294","0.771","1.137","0.0","0.0"
"cms1m0b440006unv9wopy9quj","169726","дикий рис","Wild rice, raw","green","2026-07-26 09:42:27.653","357.0","14.73","1.08","74.9","7.76","6.2","2.5","0.67","0.0","0.0","0.0","0.0","0.156","0.159","0.676","0.0","0.0","0.0","1.054","21.0","1.96","177.0","433.0","427.0","7.0","5.96","0.524","1.329","2.8","0.0","0.115","0.262","6.733","1.074","0.391","0.0","95.0","0.0","1.0","0.0","0.82","1.9","0.629","0.438","0.825","1.136","1.419","11.0","0.174","2.565","0.672","0.384","2.8","0.618","1.018","0.0","0.721","0.519","0.0","0.778","0.469","0.179","0.622","0.858","0.0","0.0"
"cms1m46ee0007unv9xkv79int","169699","кус-кус","couscous, dry","green","2026-07-26 09:45:28.167","376.0","12.76","0.64","77.43","8.56","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.117","0.089","0.252","0.0","0.0","0.0","0.492","24.0","1.08","44.0","170.0","166.0","10.0","0.83","0.247","0.78","0.0","0.0","0.163","0.078","3.49","1.243","0.11","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.245","0.199","0.374","0.47","0.521","0.0","0.36","4.6","0.403","0.259","0.0","0.493","0.872","0.006","0.62","1.404","0.0","0.601","0.337","0.163","0.335","0.544","0.0","0.0"
"cms1m5pbq0008unv9wu0dhxzc","2261421","толокно","flour, oat","green","2026-07-26 09:46:39.35","389.125","13.16875","6.309","69.91725","8.859","10.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.81","3.997","125.3","371.8","373.1","3.619","2.754","0.4434","3.257","38.2","0.0","0.39","0.1613","1.945","0.0","0.1476","20.15","34.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1m6d6t0009unv98tea2tvb","2768194","отруби ржаные","Bran, rye","green","2026-07-26 09:47:10.277","259.0","8.5","3.3","48.3","37.3","5.8","3.85","0.0","0.0","0.0","0.0","0.0","0.626","1.311","0.799","0.0","0.0","0.0","1.5379999999999998","73.0","2.83","40.0","125.0","166.0","603.0","1.14","0.186","0.824","30.9","0.4","0.434","0.335","3.805","0.44","0.075","0.0","110.0","0.0","0.0","0.0","0.33","1.2","0.233","0.139","0.299","0.325","0.442","4.0","0.173","2.603","0.302","0.182","30.9","0.319","0.579","0.0","0.411","0.909","0.0","0.417","0.255","0.096","0.213","0.379","0.0","0.0"
