"id","fdcId","nameRu","nameEn","wfpbStatus","createdAt","calories","protein","fat","carbohydrates","water","fiber","sugarTotal","sucrose","glucose","fructose","lactose","maltose","saturatedFat","monounsaturatedFat","polyunsaturatedFat","transFat","cholesterol","omega3","omega6","calcium","iron","magnesium","phosphorus","potassium","sodium","zinc","copper","manganese","selenium","vitaminC","thiamin","riboflavin","niacin","pantothenicAcid","vitaminB6","biotin","folate","vitaminB12","vitaminA","vitaminD","vitaminE","vitaminK","lysine","methionine","alanine","arginine","asparticAcid","betaCarotene","cystine","glutamicAcid","glycine","histidine","iodine","isoleucine","leucine","omega9","phenylalanine","proline","retinol","serine","threonine","tryptophan","tyrosine","valine","vitaminD2","vitaminD3"
"cms1netj9001runchyy4u3jzo","173030","крыжовник","gooseberries","green","2026-07-26 10:21:44.325","44.0","0.88","0.58","10.18","87.87","4.3","0.0","0.0","0.0","0.0","0.0","0.0","0.038","0.051","0.317","0.0","0.0","0.0","0.5880000000000001","25.0","0.31","10.0","27.0","198.0","1.0","0.12","0.07","0.144","0.6","27.7","0.04","0.03","0.3","0.286","0.08","0.0","6.0","0.0","15.0","0.0","0.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nevcg001suncharnom09x","169802","морошка","cloudberries","green","2026-07-26 10:21:46.672","51.0","2.4","0.8","8.6","87.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","0.7","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","158.0","0.05","0.07","0.9","0.0","0.0","0.0","0.0","0.0","210.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nevci001tunchsw690no2","2768197","калина","viburnum","green","2026-07-26 10:21:46.674","55.0","1.1","0.2","12.3","86.0","6.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","1.0","0.0","15.0","140.0","26.0","0.0","0.0","0.0","0.0","15.0","0.0","0.01","0.9","0.0","0.0","0.0","0.0","0.0","1060.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nex9q001uunchncl0sgjv","168998","шиповник","rose hips","green","2026-07-26 10:21:49.167","162.0","1.6","0.34","38.22","58.66","24.1","2.58","0.07","1.34","1.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","169.0","1.06","69.0","61.0","429.0","4.0","0.25","0.113","1.02","0.0","426.0","0.016","0.166","1.3","0.8","0.076","0.0","3.0","0.0","217.0","0.0","5.84","25.9","0.0","0.0","0.0","0.0","0.0","2350.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nexc4001vunchayyuiizz","2768198","рябина","rowan berries","green","2026-07-26 10:21:49.252","349.0","14.26","0.39","77.06","7.5","13.0","45.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","190.0","6.8","0.0","0.0","0.0","298.0","0.0","0.0","0.0","0.0","48.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26822.0","0.0","0.0","0.0","0.233","0.087","0.698","0.722","1.711","0.0","0.144","1.431","0.304","0.157","0.0","0.261","0.456","0.0","0.271","1.0","0.0","0.498","0.358","0.0","0.222","0.316","0.0","0.0"
"cms1nez9z001wunchybhfyzn7","168176","фейхоа","feijoa","green","2026-07-26 10:21:51.767","61.0","0.71","0.42","15.21","83.28","6.4","8.2","2.93","2.32","2.95","0.0","0.0","0.104","0.056","0.136","0.0","0.0","0.029","0.243","17.0","0.14","9.0","19.0","172.0","3.0","0.06","0.036","0.084","0.0","32.9","0.006","0.018","0.295","0.233","0.067","0.0","23.0","0.0","0.0","0.0","0.16","3.5","0.038","0.007","0.038","0.019","0.075","2.0","0.007","0.132","0.028","0.009","0.0","0.019","0.028","0.004","0.019","0.019","0.0","0.028","0.019","0.007","0.009","0.019","0.0","0.0"
"cms1nezc3001xunchhy4h7bgr","168191","финики меджул","medjool dates","green","2026-07-26 10:21:51.844","277.0","1.81","0.15","74.97","21.32","6.7","66.47","0.53","33.68","31.95","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","0.9","54.0","62.0","696.0","1.0","0.44","0.362","0.296","0.0","0.0","0.05","0.06","1.61","0.805","0.249","0.0","15.0","0.0","7.0","0.0","0.0","2.7","0.054","0.017","0.078","0.06","0.22","89.0","0.046","0.265","0.09","0.029","0.0","0.045","0.082","0.0","0.048","0.111","0.0","0.062","0.042","0.007","0.016","0.066","0.0","0.0"
"cms1nezc7001yunchojks7jad","173954","кизил","cornelian cherry","green","2026-07-26 10:21:51.847","50.0","1.0","0.3","12.2","86.1","1.6","8.49","0.8","4.18","3.51","0.0","0.0","0.068","0.082","0.09","0.0","0.0","0.0","0.09","16.0","0.32","9.0","15.0","173.0","3.0","0.1","0.104","0.112","0.0","10.0","0.03","0.04","0.4","0.143","0.044","0.0","8.0","0.0","64.0","0.0","0.07","2.1","0.032","0.01","0.026","0.018","0.569","770.0","0.01","0.083","0.023","0.015","0.0","0.02","0.03","0.0","0.024","0.039","0.0","0.03","0.022","0.009","0.014","0.024","0.0","0.0"
"cms1nf19c001zunchw3fny83i","168162","чернослив","prunes","green","2026-07-26 10:21:54.337","240.0","2.18","0.38","63.9","30.9","7.1","38.1","0.15","25.5","12.4","0.0","0.06","0.088","0.053","0.062","0.0","0.0","0.0","0.061","43.0","0.93","41.0","69.0","732.0","2.0","0.44","0.281","0.299","0.3","0.6","0.051","0.186","1.88","0.422","0.205","0.0","4.0","0.0","39.0","0.0","0.43","59.5","0.05","0.016","0.066","0.037","0.801","394.0","0.011","0.114","0.047","0.027","0.0","0.041","0.066","0.0","0.052","0.13","0.0","0.059","0.049","0.025","0.021","0.056","0.0","0.0"
"cms1nf1ch0020unch4ivwf26f","173941","курага","dried apricots","green","2026-07-26 10:21:54.45","241.0","3.39","0.51","62.64","30.89","7.3","53.44","7.89","33.08","12.47","0.0","0.0","0.017","0.074","0.074","0.0","0.0","0.0","0.148","55.0","2.66","32.0","71.0","1162.0","10.0","0.39","0.343","0.235","2.2","1.0","0.015","0.074","2.589","0.516","0.143","0.0","10.0","0.0","180.0","0.0","4.33","3.1","0.083","0.015","0.11","0.066","0.937","2163.0","0.019","0.188","0.07","0.047","2.2","0.063","0.105","0.0","0.062","0.821","0.0","0.087","0.073","0.016","0.039","0.078","0.0","0.0"
"cms1nf1fm0021unch17275r03","173941","урюк","dried apricots","green","2026-07-26 10:21:54.562","241.0","3.39","0.51","62.64","30.89","7.3","53.44","7.89","33.08","12.47","0.0","0.0","0.017","0.074","0.074","0.0","0.0","0.0","0.148","55.0","2.66","32.0","71.0","1162.0","10.0","0.39","0.343","0.235","2.2","1.0","0.015","0.074","2.589","0.516","0.143","0.0","10.0","0.0","180.0","0.0","4.33","3.1","0.083","0.015","0.11","0.066","0.937","2163.0","0.019","0.188","0.07","0.047","2.2","0.063","0.105","0.0","0.062","0.821","0.0","0.087","0.073","0.016","0.039","0.078","0.0","0.0"
"cms1nf3cf0022unchsj391agy","171691","сушеные яблоки","dried apples","green","2026-07-26 10:21:57.039","243.0","0.93","0.32","65.89","31.76","8.7","57.19","0.0","0.0","0.0","0.0","0.0","0.052","0.013","0.093","0.0","0.0","0.0","0.16999999999999998","14.0","1.4","16.0","38.0","450.0","87.0","0.2","0.191","0.09","1.3","3.9","0.0","0.159","0.927","0.245","0.125","0.0","0.0","0.0","0.0","0.0","0.53","3.0","0.058","0.009","0.033","0.029","0.162","0.0","0.012","0.097","0.037","0.015","1.3","0.037","0.057","0.0","0.026","0.032","0.0","0.038","0.033","0.009","0.017","0.043","0.0","0.0"
"cms1nf3f10023unchtihjr5yz","1750348","арахис","peanuts","green","2026-07-26 10:21:57.133","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.2","57.14","19.92","0.1725","0.0","0.322463","0.002713","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.23","4.263","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0045","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nf3iq0024unch2ata5vej","170144","семена чиа белые","seeds raw","green","2026-07-26 10:21:57.267","191.0","7.4","5.59","29.24","56.27","5.2","0.0","0.0","0.0","0.0","0.0","0.0","1.509","0.712","2.977","0.0","0.0","0.0","5.267","36.0","3.67","54.0","175.0","941.0","25.0","0.9","1.148","0.142","0.0","6.6","0.482","0.301","0.438","0.877","0.32","0.0","53.0","0.0","13.0","0.0","0.0","0.0","0.57","0.096","0.336","0.494","0.817","0.0","0.116","1.036","0.465","0.207","0.0","0.443","0.563","0.51","0.797","0.369","0.0","0.496","0.385","0.123","0.544","0.535","0.0","0.0"
"cms1nf5ib0025unchdplv7eug","170562","семена подсолнечника жареные","sunflower seed kernels","green","2026-07-26 10:21:59.843","584.0","20.78","51.46","20.0","4.73","8.6","2.62","2.5","0.0","0.0","0.0","0.0","4.455","18.528","23.137","0.0","0.0","0.028","46.16","78.0","5.25","325.0","660.0","645.0","9.0","5.0","1.8","1.95","53.0","1.4","1.48","0.355","8.335","1.13","1.345","0.0","227.0","0.0","3.0","0.0","35.17","0.0","0.937","0.494","1.117","2.403","2.446","30.0","0.451","5.579","1.461","0.632","53.0","1.139","1.659","0.0","1.169","1.182","0.0","1.075","0.928","0.348","0.666","1.315","0.0","0.0"
"cms1nf5id0026unchs7e94ax5","170150","семена кунжута белые","sesame seeds raw","green","2026-07-26 10:21:59.845","573.0","17.73","49.67","23.45","4.69","11.8","0.3","0.0","0.0","0.0","0.0","0.0","6.957","18.759","21.773","0.0","0.0","0.0","43.126000000000005","975.0","14.55","351.0","629.0","468.0","11.0","7.75","4.082","2.46","34.4","0.0","0.791","0.247","4.515","0.05","0.79","0.0","97.0","0.0","0.0","0.0","0.25","0.0","0.569","0.586","0.927","2.63","1.646","5.0","0.358","3.955","1.215","0.522","34.4","0.763","1.358","0.0","0.94","0.81","0.0","0.967","0.736","0.388","0.743","0.99","0.0","0.0"
"cms1nf7hv0027unchi9f110py","2768199","семена расторопши","milk thistle seeds","green","2026-07-26 10:22:02.419","168.0","5.3","2.3","32.0","59.3","4.8","0.0","0.0","0.0","0.0","0.0","0.0","0.621","0.293","1.225","0.0","0.0","0.0","2.167","61.0","0.6","50.0","124.0","875.0","23.0","0.83","1.069","0.132","0.0","6.1","0.29","0.17","5.3","0.816","0.298","0.0","49.0","0.0","12.0","0.0","0.0","0.0","0.408","0.069","0.241","0.354","0.585","0.0","0.083","0.742","0.333","0.148","0.0","0.317","0.403","0.21","0.571","0.264","0.0","0.355","0.276","0.088","0.39","0.383","0.0","0.0"
"cms1nf7ib0028unchg2seml6t","170151","семена кунжута жареные","toasted sesame seeds","green","2026-07-26 10:22:02.435","565.0","16.96","48.0","25.74","3.3","14.0","0.0","0.0","0.0","0.0","0.0","0.0","6.722","18.127","21.039","0.0","0.0","0.0","41.671","989.0","14.76","356.0","638.0","475.0","11.0","7.16","2.47","2.496","34.4","0.0","0.803","0.251","4.581","0.051","0.802","0.0","98.0","0.0","0.0","0.0","0.0","0.0","0.544","0.56","0.886","2.515","1.574","0.0","0.342","3.782","1.162","0.499","34.4","0.73","1.299","2.019","0.899","0.774","0.0","0.925","0.704","0.371","0.71","0.947","0.0","0.0"
"cms1nf9hq0029unch71txzc0d","2262075","урбеч из льна","flaxseed butter","green","2026-07-26 10:22:05.007","545.084","18.0359","37.28","34.3551","6.804","23.13","0.0","0.0","0.0","0.0","0.0","0.0","3.281","5.944","24.73","0.0","0.0","19.42","0.0","229.9","5.778","372.1","556.4","793.4","36.74","4.738","1.344","2.405","135.9","0.0","0.5368","0.0","3.756","0.0","0.3926","33.8","41.45","0.0","0.0","0.0","0.0","3.675","0.9325","0.4025","1.085","2.211","2.311","0.0","0.0","4.846","1.386","0.5138","135.9","0.9375","1.38","1.186","1.116","0.8725","0.0","1.138","0.9313","0.3013","0.5725","1.138","0.0","0.0"
"cms1nf9ht002aunchapyi0lbu","2262072","арахисовая паста","peanut butter","forbidden","2026-07-26 10:22:05.01","631.65","23.99124","49.43","22.70376","1.104","6.323","0.0","0.0","0.0","0.0","0.0","0.0","8.415","30.71","9.781","0.0","0.0","0.0","0.0","49.85","1.853","192.6","393.2","654.0","220.7","3.062","0.5405","1.681","20.16","0.0","0.1206","0.0","17.2","0.0","0.3805","87.81","97.29","0.0","0.0","0.0","5.413","0.0","0.9513","0.29","1.16","3.323","3.415","0.0","0.0","5.819","1.69","0.6763","20.16","0.92","1.881","1.293","1.501","1.244","0.0","1.423","0.8063","0.2288","1.064","1.116","0.0","0.0"
"cms1nfa8v002buncht0eefpxz","2768200","урбеч из абрикосовых косточек","apricot kernel butter","green","2026-07-26 10:22:05.983","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.3","60.0","29.3","0.0","0.0","0.0","58.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfc89002cunchzh6v9zr9","171030","паста из грецкого ореха","walnut butter","forbidden","2026-07-26 10:22:08.554","884.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.1","22.8","63.3","0.0","0.0","0.0","116.19999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfc8k002dunchs6b4y9ty","170148","урбеч из конопли","hemp seed butter","green","2026-07-26 10:22:08.564","553.0","31.56","48.75","8.67","4.96","4.0","1.5","0.85","0.2","0.31","0.07","0.07","4.6","5.4","38.1","0.0","0.0","8.684","64.942","70.0","7.95","700.0","1650.0","1200.0","5.0","9.9","1.6","7.6","0.0","0.5","1.275","0.285","9.2","0.0","0.6","0.0","110.0","0.0","1.0","0.0","0.8","0.0","1.276","0.933","1.528","4.55","3.662","7.0","0.672","6.269","1.611","0.969","0.0","1.286","2.163","1.244","1.447","1.597","0.0","1.713","1.269","0.369","1.263","1.777","0.0","0.0"
"cms1nfe63002eunchydfppl7o","169997","кинза стебли","cilantro raw","green","2026-07-26 10:22:11.068","23.0","2.13","0.52","3.67","92.21","2.8","0.87","0.0","0.0","0.0","0.0","0.0","0.014","0.275","0.04","0.0","0.0","0.0","0.08","67.0","1.77","26.0","48.0","521.0","46.0","0.5","0.225","0.426","0.9","27.0","0.067","0.162","1.114","0.57","0.149","0.0","62.0","0.0","337.0","0.0","2.5","310.0","0.0","0.0","0.0","0.0","0.0","3930.0","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfe7w002funchfaeg9awd","168462","шпинат молодой","spinach raw","green","2026-07-26 10:22:11.132","23.0","2.86","0.39","3.63","91.4","2.2","0.42","0.07","0.11","0.15","0.0","0.0","0.063","0.01","0.165","0.0","0.0","0.0","0.19","99.0","2.71","79.0","49.0","558.0","79.0","0.53","0.13","0.897","1.0","28.1","0.078","0.189","0.724","0.065","0.195","0.0","194.0","0.0","469.0","0.0","2.03","482.9","0.174","0.053","0.142","0.162","0.24","5626.0","0.035","0.343","0.134","0.064","1.0","0.147","0.223","0.0","0.129","0.112","0.0","0.104","0.122","0.039","0.108","0.161","0.0","0.0"
"cms1nffbg002gunch1uktgwdu","168462","шпинат беби","spinach raw","green","2026-07-26 10:22:12.556","23.0","2.86","0.39","3.63","91.4","2.2","0.42","0.07","0.11","0.15","0.0","0.0","0.063","0.01","0.165","0.0","0.0","0.0","0.19","99.0","2.71","79.0","49.0","558.0","79.0","0.53","0.13","0.897","1.0","28.1","0.078","0.189","0.724","0.065","0.195","0.0","194.0","0.0","469.0","0.0","2.03","482.9","0.174","0.053","0.142","0.162","0.24","5626.0","0.035","0.343","0.134","0.064","1.0","0.147","0.223","0.0","0.129","0.112","0.0","0.104","0.122","0.039","0.108","0.161","0.0","0.0"
"cms1nfh77002hunch6mtq6r3t","2346388","салат айсберг","iceberg lettuce","green","2026-07-26 10:22:14.995","17.10875","0.7425","0.07375","3.36875","95.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.24","0.03325","6.311","19.18","139.3","16.11","0.1728","0.03335","0.08164","0.0","0.0","0.05638","0.0","0.2175","0.0","0.04013","0.0","0.0","0.0","0.0","0.0","0.0","20.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfhat002iunch1wex18bz","169247","салат романо","romaine lettuce","green","2026-07-26 10:22:15.126","17.0","1.23","0.3","3.29","94.61","2.1","1.19","0.0","0.39","0.8","0.0","0.0","0.039","0.012","0.16","0.0","0.0","0.0","0.20700000000000002","33.0","0.97","14.0","30.0","247.0","8.0","0.23","0.048","0.155","0.4","4.0","0.072","0.067","0.313","0.142","0.074","0.0","136.0","0.0","436.0","0.0","0.13","102.5","0.064","0.015","0.056","0.054","0.139","5226.0","0.006","0.178","0.049","0.021","0.4","0.045","0.076","0.0","0.065","0.045","0.0","0.05","0.043","0.01","0.025","0.055","0.0","0.0"
"cms1nfj6r002junchuoe9wlcs","169819","крапива","nettles","forbidden","2026-07-26 10:22:17.571","42.0","2.71","0.11","7.49","87.67","6.9","0.25","0.1","0.07","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","481.0","1.64","57.0","71.0","334.0","4.0","0.34","0.076","0.779","0.3","0.0","0.008","0.16","0.388","0.0","0.103","0.0","14.0","0.0","101.0","0.0","0.0","498.6","0.0","0.0","0.0","0.0","0.0","1150.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfjb7002kunchdm4g7lsy","2262075","сныть","ground elder","green","2026-07-26 10:22:17.732","545.084","18.0359","37.28","34.3551","6.804","23.13","0.0","0.0","0.0","0.0","0.0","0.0","3.281","5.944","24.73","0.0","0.0","19.42","0.0","229.9","5.778","372.1","556.4","793.4","36.74","4.738","1.344","2.405","135.9","0.0","0.5368","0.0","3.756","0.0","0.3926","33.8","41.45","0.0","0.0","0.0","0.0","3.675","0.9325","0.4025","1.085","2.211","2.311","0.0","0.0","4.846","1.386","0.5138","135.9","0.9375","1.38","1.186","1.116","0.8725","0.0","1.138","0.9313","0.3013","0.5725","1.138","0.0","0.0"
"cms1nflah002lunchwan8thbn","173470","тимьян свежий","thyme fresh","green","2026-07-26 10:22:20.298","101.0","5.56","1.68","24.45","65.11","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.467","0.081","0.532","0.0","0.0","0.0","0.617","405.0","17.45","160.0","106.0","609.0","9.0","1.81","0.555","1.719","0.0","160.1","0.048","0.471","1.824","0.409","0.348","0.0","45.0","0.0","238.0","0.0","0.0","0.0","0.126","0.0","0.0","0.0","0.0","2851.0","0.0","0.0","0.0","0.0","0.0","0.285","0.262","0.047","0.0","0.0","0.0","0.0","0.154","0.114","0.0","0.307","0.0","0.0"
"cms1nflat002munch3af4tp5j","2768201","ботва моркови","carrot greens","green","2026-07-26 10:22:20.309","341.0","8.1","1.49","79.57","4.0","23.6","38.82","0.0","0.0","0.0","0.0","0.0","0.256","0.076","0.73","0.0","0.0","0.0","1.365","212.0","3.93","118.0","346.0","2540.0","275.0","1.57","0.37","1.116","8.6","14.6","0.534","0.417","6.567","1.471","1.04","0.0","55.0","0.0","3423.0","0.0","5.45","108.0","0.315","0.056","0.464","0.338","1.077","33954.0","0.063","1.589","0.0","0.126","8.6","0.323","0.338","0.0","0.251","0.228","0.0","0.275","0.299","0.087","0.157","0.346","0.0","0.0"
"cms1nfn8c002nunch7wmdvbj7","170935","шалфей","sage","green","2026-07-26 10:22:22.813","315.0","10.63","12.75","60.73","7.96","40.3","1.71","0.0","0.0","0.0","0.0","0.0","7.03","1.87","1.76","0.0","0.0","0.0","2.29","1652.0","28.12","428.0","91.0","1070.0","11.0","4.7","0.757","3.133","3.7","32.4","0.754","0.336","5.72","0.0","2.69","0.0","274.0","0.0","295.0","0.0","7.48","1714.5","0.0","0.0","0.0","0.0","0.0","3485.0","0.0","0.0","0.0","0.0","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nfna5002ounchf41uvw4y","173473","розмарин свежий","rosemary fresh","green","2026-07-26 10:22:22.878","131.0","3.31","5.86","20.7","67.77","14.1","0.0","0.0","0.0","0.0","0.0","0.0","2.838","1.16","0.901","0.0","0.0","0.0","1.308","317.0","6.65","91.0","66.0","668.0","26.0","0.93","0.301","0.96","0.0","21.8","0.036","0.152","0.912","0.804","0.336","0.0","109.0","0.0","146.0","0.0","0.0","0.0","0.143","0.047","0.172","0.153","0.391","0.0","0.037","0.361","0.159","0.066","0.0","0.136","0.249","0.231","0.169","0.136","0.0","0.129","0.136","0.051","0.1","0.165","0.0","0.0"
"cms1nfqo5002punchdn07nvw3","170068","кресс-салат","watercress","green","2026-07-26 10:22:27.269","11.0","2.3","0.1","1.29","95.11","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.027","0.008","0.035","0.0","0.0","0.0","0.047","120.0","0.2","21.0","60.0","330.0","41.0","0.11","0.077","0.244","0.9","43.0","0.09","0.12","0.2","0.31","0.129","0.0","9.0","0.0","160.0","0.0","1.0","250.0","0.134","0.02","0.137","0.15","0.187","1914.0","0.007","0.19","0.112","0.04","0.9","0.093","0.166","0.0","0.114","0.096","0.0","0.06","0.133","0.03","0.063","0.137","0.0","0.0"
"cms1nfrgh002qunchcgjk7eem","170005","лук-батун","spring onions","green","2026-07-26 10:22:28.29","32.0","1.83","0.19","7.34","89.83","2.6","2.33","0.0","0.0","0.0","0.0","0.0","0.032","0.027","0.074","0.0","0.0","0.0","0.14400000000000002","72.0","1.48","20.0","37.0","276.0","16.0","0.39","0.083","0.16","0.6","18.8","0.055","0.08","0.525","0.075","0.061","0.0","64.0","0.0","50.0","0.0","0.55","207.0","0.091","0.02","0.082","0.132","0.169","598.0","0.0","0.378","0.091","0.032","0.6","0.077","0.109","0.0","0.059","0.121","0.0","0.082","0.072","0.02","0.053","0.081","0.0","0.0"
"cms1nfrgp002runchshdeon1r","171322","укроп сушеный","dill weed dried","green","2026-07-26 10:22:28.297","253.0","19.96","4.36","55.82","7.3","13.6","0.0","0.0","0.0","0.0","0.0","0.0","0.234","0.0","0.0","0.0","0.0","0.0","0.0","1784.0","48.78","451.0","543.0","3308.0","208.0","3.3","0.49","3.95","0.0","50.0","0.418","0.284","2.807","0.0","1.71","0.0","0.0","0.0","293.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"cms1nftal002sunchmahbed0f","2003603","белые грибы","porcini mushrooms","green","2026-07-26 10:22:30.67","39.8018","2.18","0.4494","6.7593","89.85","3.139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4325","0.7388","10.49","85.9","375.9","0.8913","0.4978","0.07302","0.156","0.38","0.0","0.007875","0.2075","6.4","0.0","0.1054","8.07","0.0","0.0","0.0","0.37","0.0","0.0","1.029","0.196","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.429","0.38","0.651","1.084","0.0","0.671","0.0","0.0","0.0","0.826","0.299","0.0","1.286","0.37","0.0"
"cms1nftg8002tuncha3g0n0ah","1999627","вешенки","oyster mushrooms","green","2026-07-26 10:22:30.872","41.0475","2.89875","0.1875","6.94125","89.24","2.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6981","13.91","86.24","281.6","1.128","0.6843","0.1064","0.08554","1.379","0.0","0.07","0.2438","5.751","0.0","0.09888","7.038","63.14","0.0","0.0","0.0406","0.0","0.0","1.329","0.356","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.574","1.379","0.923","1.512","0.0","0.989","0.0","0.0","0.0","1.17","0.381","0.0","1.649","0.04063","0.0"
"cms1nftgj002uunchs4xwbxcf","170486","петрушка сушеная","parsley dried","green","2026-07-26 10:22:30.883","271.0","31.3","5.2","42.38","2.0","32.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","176.0","53.9","372.0","548.0","6300.0","391.0","6.11","0.459","1.338","32.3","149.0","1.04","2.26","10.4","2.516","1.375","0.0","194.0","0.0","63240.0","0.0","0.0","0.0","3.115","0.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.516","0.0","0.0","0.0","0.0"
"cms1nfvg3002vunchh9o87zkk","168422","лисички","chanterelle mushrooms","green","2026-07-26 10:22:33.46","32.0","1.49","0.53","6.86","89.85","3.8","1.16","0.0","1.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","3.47","13.0","57.0","506.0","9.0","0.71","0.353","0.286","2.2","0.0","0.015","0.215","4.085","1.075","0.044","0.0","2.0","0.0","0.0","5.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","0.0"
"cms1nfvg8002wunchm70sqzbb","2003603","опята","honey mushrooms","green","2026-07-26 10:22:33.465","39.8018","2.18","0.4494","6.7593","89.85","3.139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4325","0.7388","10.49","85.9","375.9","0.8913","0.4978","0.07302","0.156","0.38","0.0","0.007875","0.2075","6.4","0.0","0.1054","8.07","0.0","0.0","0.0","0.37","0.0","0.0","1.029","0.196","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.429","0.38","0.651","1.084","0.0","0.671","0.0","0.0","0.0","0.826","0.299","0.0","1.286","0.37","0.0"
